transaction_id,sale_date,product_name,category,region,quantity,unit_price,discount_pct,tax_pct,total_amount,payment_method
663,2024-03-29,Laptop B,Gadgets,Germany,4,33401,15,12,127191.01,Cash
664,2024-03-20,Headphones C,Gadgets,USA,1,58761,10,5,55529.15,Cash
665,2024-05-04,Tablet H,Gadgets,Canada,4,10318,5,18,46265.91,UPI
666,2024-07-11,Monitor E,Accessories,USA,9,29760,5,18,300248.64,Card
667,2024-09-01,Smartphone A,Electronics,Germany,1,23909,10,12,24100.27,NetBanking
668,2024-04-17,Mouse F,Gadgets,Germany,8,39651,5,12,337509.31,UPI
669,2024-02-23,Smartphone A,Accessories,USA,9,30415,15,12,260595.72,UPI
670,2024-06-08,Laptop B,Gadgets,USA,5,12017,10,12,60565.68,Card
671,2024-12-21,Tablet H,Accessories,Canada,1,35383,5,12,37647.51,Card
672,2024-08-30,Camera G,Gadgets,USA,6,44864,10,5,254378.88,Card
673,2024-08-29,Mouse F,Electronics,Germany,7,44285,15,18,310924.98,Cash
674,2024-07-14,Smartphone A,Accessories,Australia,10,44016,0,18,519388.8,Card
675,2024-06-05,Camera G,Accessories,UK,2,30547,15,12,58161.49,Card
676,2024-06-22,Camera G,Accessories,Canada,7,7353,0,18,60735.78,Card
677,2024-04-01,Tablet H,Accessories,USA,10,11033,5,5,110054.18,Cash
678,2024-06-21,Smartphone A,Electronics,UK,10,17151,10,12,172882.08,UPI
679,2024-06-28,Smartphone A,Accessories,UK,7,53192,5,12,396174.02,Card
680,2024-02-13,Camera G,Accessories,UK,3,46888,10,12,141789.31,Card
681,2024-12-20,Headphones C,Electronics,UK,8,55521,0,5,466376.4,UPI
682,2024-07-06,Mouse F,Accessories,India,8,10835,10,12,87373.44,NetBanking
683,2024-07-13,Keyboard D,Gadgets,Canada,7,14074,10,18,104626.12,NetBanking
684,2024-07-11,Camera G,Gadgets,Australia,5,11330,10,18,60162.3,UPI
685,2024-03-25,Mouse F,Accessories,Germany,4,24389,15,5,87068.73,Card
686,2024-09-24,Camera G,Accessories,UK,6,12679,5,5,75883.82,UPI
687,2024-05-23,Keyboard D,Gadgets,Australia,9,43173,0,5,407984.85,NetBanking
688,2024-02-25,Monitor E,Accessories,India,7,38435,0,5,282497.25,Card
689,2024-06-16,Laptop B,Electronics,India,1,46196,0,5,48505.8,NetBanking
690,2024-07-18,Mouse F,Accessories,India,4,57769,0,12,258805.12,Cash
691,2024-05-06,Tablet H,Electronics,Germany,4,32129,15,5,114700.53,UPI
692,2024-05-12,Monitor E,Accessories,USA,9,57604,0,12,580648.32,Card
693,2024-06-14,Smartphone A,Accessories,India,8,37056,0,12,332021.76,Cash
694,2024-01-14,Mouse F,Accessories,India,6,912,10,18,5811.26,UPI
695,2024-01-15,Mouse F,Electronics,USA,8,12416,5,18,111346.69,UPI
696,2024-11-23,Mouse F,Accessories,USA,2,31032,15,18,62250.19,Cash
697,2024-11-27,Mouse F,Gadgets,Canada,1,50796,0,18,59939.28,Cash
698,2024-03-01,Camera G,Electronics,Australia,8,40875,15,18,327981.0,Card
699,2024-10-30,Keyboard D,Accessories,Germany,5,3379,5,18,18939.29,Card
700,2024-07-17,Laptop B,Gadgets,Germany,10,29349,0,12,328708.8,UPI
701,2024-09-07,Tablet H,Gadgets,UK,3,51527,5,5,154194.55,UPI
702,2024-03-21,Laptop B,Accessories,Germany,1,21413,10,5,20235.28,Card
703,2024-11-18,Laptop B,Gadgets,Canada,2,2157,0,12,4831.68,UPI
704,2024-02-02,Mouse F,Electronics,Germany,3,24839,0,12,83459.04,Cash
705,2024-09-17,Camera G,Electronics,USA,8,10110,5,18,90666.48,UPI
706,2024-05-02,Tablet H,Electronics,Canada,2,23734,15,18,47610.4,UPI
707,2024-04-19,Laptop B,Accessories,USA,7,56854,15,12,378875.06,NetBanking
708,2024-09-01,Monitor E,Accessories,Canada,6,29214,10,18,186151.61,NetBanking
709,2024-10-09,Mouse F,Gadgets,Canada,6,44829,15,5,240059.3,Cash
710,2024-11-04,Camera G,Gadgets,USA,6,12599,10,5,71436.33,Cash
711,2024-10-01,Mouse F,Gadgets,Australia,2,33989,0,5,71376.9,Cash
712,2024-05-29,Laptop B,Electronics,Germany,10,20211,15,5,180383.18,Cash
713,2024-04-04,Monitor E,Accessories,Canada,6,45522,10,18,290066.18,NetBanking
714,2024-11-28,Mouse F,Gadgets,Australia,2,24713,0,5,51897.3,Card
715,2024-04-26,Smartphone A,Accessories,India,1,11499,10,5,10866.56,UPI
716,2024-05-24,Smartphone A,Gadgets,Germany,4,47578,15,18,190882.94,Card
717,2024-09-18,Keyboard D,Electronics,India,9,7220,5,18,72842.58,NetBanking
718,2024-07-06,Monitor E,Electronics,UK,9,15073,10,18,144067.73,Card
719,2024-09-14,Mouse F,Gadgets,UK,4,48437,15,5,172920.09,UPI
720,2024-11-26,Mouse F,Accessories,Canada,7,7301,15,18,51260.32,Cash
721,2024-10-15,Monitor E,Electronics,India,9,48441,0,18,514443.42,Card
722,2024-05-10,Headphones C,Accessories,Australia,8,34112,5,12,290361.34,NetBanking
723,2024-03-21,Camera G,Accessories,Australia,6,7589,10,12,45898.27,Cash
724,2024-06-14,Headphones C,Accessories,India,9,45328,0,5,428349.6,NetBanking
725,2024-01-13,Monitor E,Accessories,UK,4,57396,5,18,257363.66,Card
726,2024-01-03,Headphones C,Electronics,Canada,2,55571,0,18,131147.56,UPI
727,2024-08-15,Headphones C,Electronics,USA,1,18230,5,5,18184.42,Card
728,2024-02-02,Tablet H,Accessories,Germany,9,25665,10,5,218280.83,Card
729,2024-11-19,Monitor E,Electronics,Germany,4,55969,5,18,250965.0,NetBanking
730,2024-12-12,Laptop B,Accessories,USA,8,4175,15,5,29809.5,NetBanking
731,2024-12-18,Headphones C,Gadgets,Germany,8,39788,0,12,356500.48,UPI
732,2024-01-21,Camera G,Electronics,Australia,10,45471,15,12,432883.92,NetBanking
733,2024-05-15,Smartphone A,Electronics,Australia,8,35270,10,5,266641.2,Cash
734,2024-10-01,Tablet H,Gadgets,Australia,7,46255,10,18,343859.67,Cash
735,2024-07-07,Keyboard D,Accessories,Canada,9,33501,0,18,355780.62,Card
736,2024-12-12,Monitor E,Accessories,Germany,7,9565,5,12,71240.12,UPI
737,2024-07-24,Laptop B,Accessories,India,6,5769,10,5,32710.23,Card
738,2024-12-01,Tablet H,Gadgets,UK,1,16319,15,12,15535.69,NetBanking
739,2024-07-25,Smartphone A,Gadgets,Canada,1,21254,10,5,20085.03,UPI
740,2024-04-02,Laptop B,Gadgets,UK,1,12922,5,12,13749.01,NetBanking
741,2024-07-25,Keyboard D,Gadgets,USA,1,14598,15,12,13897.3,Cash
742,2024-05-05,Keyboard D,Electronics,Germany,5,8202,5,5,40907.47,UPI
743,2024-07-23,Tablet H,Gadgets,India,6,54234,10,12,328007.23,UPI
744,2024-06-11,Keyboard D,Accessories,Canada,9,11304,0,18,120048.48,Cash
745,2024-09-06,Camera G,Gadgets,USA,6,52003,0,18,368181.24,NetBanking
746,2024-10-02,Laptop B,Electronics,Canada,1,28866,15,12,27480.43,Cash
747,2024-03-23,Camera G,Gadgets,UK,9,57724,5,12,552765.02,UPI
748,2024-02-16,Headphones C,Accessories,Australia,6,9546,10,5,54125.82,NetBanking
749,2024-08-02,Keyboard D,Electronics,India,10,9102,0,18,107403.6,NetBanking
750,2024-01-06,Keyboard D,Electronics,Australia,7,13848,5,12,103139.9,Card
751,2024-11-26,Monitor E,Gadgets,USA,7,17309,0,18,142972.34,Card
752,2024-06-09,Headphones C,Gadgets,Canada,3,14905,15,18,44849.14,Card
753,2024-03-20,Laptop B,Electronics,USA,4,18926,0,18,89330.72,Card
754,2024-06-08,Laptop B,Gadgets,Canada,8,17148,10,5,129638.88,NetBanking
755,2024-02-07,Keyboard D,Accessories,Australia,8,32098,5,5,256142.04,NetBanking
756,2024-11-28,Keyboard D,Electronics,USA,9,21135,15,5,169766.89,Cash
757,2024-07-27,Mouse F,Accessories,USA,5,38318,5,12,203851.76,Cash
758,2024-12-21,Laptop B,Gadgets,Canada,9,7293,10,12,66162.1,Cash
759,2024-07-14,Monitor E,Accessories,USA,5,40482,0,5,212530.5,Card
760,2024-04-12,Headphones C,Gadgets,UK,9,56473,15,5,453619.37,Card
761,2024-08-02,Keyboard D,Accessories,USA,3,23572,15,12,67321.63,Cash
762,2024-03-31,Camera G,Gadgets,Germany,10,32224,15,12,306772.48,Card
763,2024-04-12,Camera G,Gadgets,UK,9,57548,10,12,522075.46,NetBanking
764,2024-02-07,Keyboard D,Accessories,Germany,8,51560,5,18,462390.08,UPI
765,2024-12-16,Smartphone A,Electronics,Australia,4,11363,0,18,53633.36,UPI
766,2024-01-29,Camera G,Electronics,India,10,47228,10,12,476058.24,UPI
767,2024-04-02,Smartphone A,Gadgets,India,9,35470,10,5,301672.35,NetBanking
768,2024-12-03,Smartphone A,Gadgets,UK,6,13603,5,18,91493.78,Card
769,2024-09-02,Keyboard D,Electronics,India,8,4266,10,5,32250.96,UPI
770,2024-09-25,Smartphone A,Accessories,Australia,6,21966,5,18,147743.32,Card
771,2024-04-18,Camera G,Electronics,Australia,7,34794,10,18,258658.6,UPI
772,2024-03-17,Camera G,Gadgets,USA,4,46433,15,18,186289.2,NetBanking
773,2024-09-25,Tablet H,Gadgets,India,5,39611,0,5,207957.75,Cash
774,2024-08-29,Tablet H,Accessories,USA,10,6518,10,5,61595.1,UPI
775,2024-03-24,Headphones C,Gadgets,India,1,19908,0,18,23491.44,Cash
776,2024-04-22,Mouse F,Electronics,UK,8,59643,5,12,507681.22,NetBanking
777,2024-10-02,Laptop B,Accessories,India,10,32491,0,12,363899.2,Card
778,2024-11-26,Headphones C,Accessories,UK,2,58883,5,18,132015.69,Cash
779,2024-04-21,Monitor E,Accessories,UK,4,31758,5,5,126714.42,Card
780,2024-01-15,Mouse F,Gadgets,India,5,58320,0,5,306180.0,Cash
781,2024-02-14,Smartphone A,Electronics,Australia,8,17467,15,12,133028.67,UPI
782,2024-09-11,Keyboard D,Gadgets,India,8,46324,5,5,369665.52,UPI
783,2024-12-08,Tablet H,Electronics,Germany,3,29545,0,5,93066.75,Card
784,2024-02-28,Headphones C,Gadgets,Australia,8,34275,15,5,244723.5,NetBanking
785,2024-11-20,Monitor E,Gadgets,USA,5,34690,10,12,174837.6,NetBanking
786,2024-10-20,Headphones C,Electronics,Germany,6,33142,10,18,211180.82,UPI
787,2024-04-03,Tablet H,Gadgets,India,8,23126,5,18,207393.97,Cash
788,2024-12-02,Laptop B,Electronics,Australia,5,27479,5,12,146188.28,Card
789,2024-04-07,Headphones C,Gadgets,USA,9,31218,5,5,280259.59,UPI
790,2024-06-09,Smartphone A,Gadgets,UK,10,50174,5,5,500485.65,NetBanking
791,2024-04-06,Mouse F,Gadgets,Australia,4,8716,10,18,37025.57,Cash
792,2024-01-14,Keyboard D,Gadgets,Canada,2,32117,0,12,71942.08,NetBanking
793,2024-07-15,Keyboard D,Electronics,USA,7,55856,5,18,438302.03,Cash
794,2024-05-16,Mouse F,Accessories,Germany,2,36941,0,18,87180.76,NetBanking
795,2024-05-05,Smartphone A,Accessories,Australia,7,38899,0,5,285907.65,NetBanking
796,2024-07-08,Headphones C,Gadgets,UK,8,34751,0,12,311368.96,Cash
797,2024-07-01,Headphones C,Electronics,India,1,45512,10,5,43008.84,UPI
798,2024-01-06,Tablet H,Accessories,USA,10,4450,5,18,49884.5,NetBanking
799,2024-11-01,Keyboard D,Gadgets,UK,6,6644,0,5,41857.2,UPI
800,2024-12-24,Mouse F,Accessories,USA,10,13106,0,18,154650.8,UPI
801,2024-04-17,Keyboard D,Electronics,Australia,10,30439,10,18,323262.18,UPI
802,2024-06-13,Headphones C,Accessories,Australia,1,44387,5,12,47227.77,Card
803,2024-05-30,Mouse F,Accessories,UK,6,8080,10,18,51485.76,NetBanking
804,2024-11-24,Keyboard D,Gadgets,Canada,5,49079,15,12,233616.04,Cash
805,2024-02-24,Headphones C,Accessories,India,2,16296,10,5,30799.44,UPI
806,2024-04-17,Mouse F,Electronics,USA,3,23916,5,12,76339.87,Card
807,2024-01-05,Headphones C,Electronics,USA,9,13226,10,12,119986.27,Cash
808,2024-12-29,Keyboard D,Accessories,Australia,3,16423,10,5,46559.21,Cash
809,2024-09-15,Mouse F,Accessories,USA,8,43838,10,12,353509.63,Cash
810,2024-08-26,Camera G,Electronics,Germany,5,40939,15,12,194869.64,Card
811,2024-03-22,Smartphone A,Accessories,UK,9,17273,15,18,155923.37,NetBanking
812,2024-08-18,Mouse F,Accessories,Australia,10,19849,0,18,234218.2,UPI
813,2024-04-14,Mouse F,Accessories,UK,1,11201,5,12,11917.86,UPI
814,2024-06-29,Laptop B,Accessories,India,2,30651,10,12,61792.42,UPI
815,2024-02-13,Headphones C,Gadgets,USA,9,27556,5,18,278012.48,Cash
816,2024-02-28,Camera G,Electronics,Germany,1,2900,15,5,2588.25,Card
817,2024-10-26,Mouse F,Accessories,USA,9,54659,5,18,551454.65,NetBanking
818,2024-11-23,Smartphone A,Accessories,Australia,7,12586,5,18,98762.34,NetBanking
819,2024-03-19,Laptop B,Accessories,Germany,10,44993,0,18,530917.4,Cash
820,2024-05-23,Camera G,Accessories,Germany,7,45298,10,12,319622.69,Cash
821,2024-05-30,Headphones C,Accessories,UK,7,44260,15,18,310749.46,Cash
822,2024-02-17,Monitor E,Electronics,UK,10,20177,0,5,211858.5,UPI
823,2024-11-15,Smartphone A,Electronics,UK,1,24594,10,5,23241.33,Card
824,2024-08-24,Tablet H,Accessories,India,2,48110,15,12,91601.44,UPI
825,2024-05-10,Keyboard D,Electronics,Germany,3,20838,15,12,59513.33,Card
826,2024-05-15,Camera G,Accessories,UK,6,1826,0,18,12928.08,Cash
827,2024-03-02,Mouse F,Gadgets,Australia,4,58770,10,18,249654.96,UPI
828,2024-06-01,Mouse F,Accessories,India,6,45487,10,5,257911.29,NetBanking
829,2024-06-10,Monitor E,Gadgets,UK,5,3194,0,18,18844.6,NetBanking
830,2024-11-20,Laptop B,Accessories,UK,9,4707,5,18,47488.92,NetBanking
831,2024-06-18,Keyboard D,Gadgets,India,7,52753,5,5,368347.82,NetBanking
832,2024-11-02,Laptop B,Accessories,Germany,10,40611,15,18,407328.33,UPI
833,2024-05-04,Smartphone A,Accessories,Australia,8,49508,15,12,377052.93,NetBanking
834,2024-05-17,Camera G,Accessories,Canada,6,54861,5,5,328343.09,UPI
835,2024-08-08,Mouse F,Gadgets,UK,1,21295,5,18,23871.69,Cash
836,2024-10-01,Monitor E,Gadgets,Australia,7,23057,5,5,160995.5,Cash
837,2024-11-08,Monitor E,Accessories,Canada,2,8708,10,18,18495.79,Card
838,2024-04-15,Smartphone A,Gadgets,USA,5,14015,10,12,70635.6,Cash
839,2024-02-07,Camera G,Electronics,India,10,51862,15,18,520175.86,UPI
840,2024-02-22,Monitor E,Accessories,Australia,8,47592,15,18,381878.21,UPI
841,2024-08-29,Keyboard D,Gadgets,India,3,57486,0,5,181080.9,Cash
842,2024-08-25,Keyboard D,Gadgets,Germany,1,50885,15,5,45414.86,NetBanking
843,2024-08-30,Monitor E,Electronics,Australia,10,7159,0,12,80180.8,NetBanking
844,2024-12-16,Keyboard D,Electronics,UK,1,19834,15,18,19893.5,Card
845,2024-03-23,Camera G,Electronics,Australia,6,38197,5,12,243849.65,Cash
846,2024-12-04,Smartphone A,Accessories,India,3,3479,10,18,11084.09,UPI
847,2024-06-04,Smartphone A,Gadgets,India,7,20092,0,5,147676.2,NetBanking
848,2024-06-29,Monitor E,Gadgets,Australia,5,46382,15,5,206979.68,Card
849,2024-01-14,Monitor E,Accessories,India,5,36555,5,5,182318.06,UPI
850,2024-08-02,Headphones C,Gadgets,Germany,4,33966,5,12,144559.3,Cash
851,2024-11-01,Mouse F,Accessories,Germany,5,59674,10,12,300756.96,NetBanking
852,2024-10-07,Laptop B,Electronics,Germany,10,49722,15,5,443768.85,UPI
853,2024-02-10,Mouse F,Gadgets,India,4,39845,0,12,178505.6,NetBanking
854,2024-06-26,Monitor E,Electronics,India,1,13485,10,18,14321.07,Card
855,2024-09-20,Monitor E,Electronics,Canada,8,37301,15,12,284084.42,Cash
856,2024-10-07,Headphones C,Gadgets,Germany,10,46450,5,18,520704.5,NetBanking
857,2024-12-04,Headphones C,Gadgets,India,3,23806,10,18,75845.92,Cash
858,2024-09-23,Laptop B,Accessories,UK,6,55739,15,5,298482.34,NetBanking
859,2024-04-17,Laptop B,Gadgets,Germany,3,38143,0,5,120150.45,Cash
860,2024-12-24,Smartphone A,Accessories,USA,3,12142,10,12,36717.41,NetBanking
861,2024-03-14,Laptop B,Gadgets,UK,3,42700,5,12,136298.4,UPI
862,2024-10-07,Tablet H,Electronics,Germany,10,28325,10,5,267671.25,NetBanking
863,2024-03-17,Tablet H,Gadgets,UK,3,27692,5,5,82868.31,Card
864,2024-03-24,Smartphone A,Gadgets,India,6,22111,10,5,125369.37,UPI
865,2024-05-11,Headphones C,Accessories,Australia,6,31502,5,18,211882.45,UPI
866,2024-12-03,Monitor E,Accessories,Australia,3,7125,15,12,20349.0,Card
867,2024-04-18,Mouse F,Accessories,Australia,9,14598,5,5,131053.54,Card
868,2024-08-14,Smartphone A,Gadgets,Australia,6,58742,10,5,333067.14,Card
869,2024-07-26,Smartphone A,Electronics,Canada,8,43407,5,5,346387.86,UPI
870,2024-08-22,Keyboard D,Gadgets,Australia,3,31676,15,18,95313.08,UPI
871,2024-02-01,Tablet H,Electronics,India,6,6729,15,18,40495.12,Card
872,2024-10-07,Monitor E,Gadgets,Canada,4,43546,15,5,155459.22,UPI
873,2024-07-04,Mouse F,Electronics,Australia,5,27932,15,5,124646.55,NetBanking
874,2024-08-10,Headphones C,Electronics,Canada,6,25056,15,5,134174.88,Card
875,2024-08-24,Keyboard D,Electronics,Australia,8,51499,15,18,413227.98,NetBanking
876,2024-11-09,Mouse F,Electronics,Australia,6,46758,5,18,314494.31,Card
877,2024-10-21,Camera G,Accessories,UK,7,2455,10,5,16239.83,NetBanking
878,2024-12-30,Headphones C,Electronics,Australia,8,49290,0,18,465297.6,Cash
879,2024-01-18,Smartphone A,Accessories,Canada,4,21280,15,5,75969.6,Cash
880,2024-01-24,Mouse F,Electronics,Germany,7,17188,10,12,121278.53,NetBanking
881,2024-07-18,Tablet H,Accessories,Australia,2,44014,5,12,93661.79,UPI
882,2024-09-06,Headphones C,Electronics,Canada,2,43805,15,12,83404.72,Cash
883,2024-07-23,Camera G,Electronics,Germany,10,39601,5,5,395019.98,NetBanking
884,2024-05-23,Mouse F,Gadgets,Canada,8,896,0,18,8458.24,UPI
885,2024-01-09,Keyboard D,Electronics,Germany,10,11641,10,12,117341.28,NetBanking
886,2024-06-10,Laptop B,Electronics,India,1,49585,10,5,46857.83,Card
887,2024-08-21,Headphones C,Accessories,UK,6,51297,0,18,363182.76,Cash
888,2024-01-29,Monitor E,Accessories,Canada,9,18927,10,5,160974.14,NetBanking
889,2024-09-01,Tablet H,Accessories,India,3,36914,15,18,111074.23,NetBanking
890,2024-08-25,Smartphone A,Accessories,Australia,1,48123,5,12,51202.87,NetBanking
891,2024-06-18,Smartphone A,Gadgets,USA,4,23158,0,18,109305.76,Card
892,2024-12-15,Laptop B,Electronics,USA,7,39132,15,5,244477.17,NetBanking
893,2024-01-24,Headphones C,Electronics,Germany,1,12559,10,12,12659.47,NetBanking
894,2024-08-14,Smartphone A,Gadgets,UK,6,52790,10,5,299319.3,UPI
895,2024-05-31,Keyboard D,Accessories,UK,4,30699,0,12,137531.52,UPI
896,2024-01-10,Camera G,Electronics,UK,6,5377,10,5,30487.59,NetBanking
897,2024-06-08,Laptop B,Electronics,UK,4,4829,0,5,20281.8,NetBanking
898,2024-07-14,Mouse F,Electronics,Canada,5,20348,15,5,90802.95,NetBanking
899,2024-11-05,Laptop B,Gadgets,Australia,10,9013,0,12,100945.6,Cash
900,2024-10-21,Mouse F,Electronics,India,8,49303,5,5,393437.94,Card
901,2024-08-20,Mouse F,Accessories,Germany,9,32712,0,12,329736.96,Cash
902,2024-12-08,Monitor E,Gadgets,Australia,8,29413,10,5,222362.28,Card
903,2024-09-17,Monitor E,Electronics,USA,3,59195,10,12,179005.68,Cash
904,2024-06-17,Laptop B,Accessories,Australia,3,24063,0,12,80851.68,Card
905,2024-12-11,Laptop B,Accessories,Canada,1,29447,10,12,29682.58,Cash
906,2024-04-05,Keyboard D,Gadgets,India,1,42094,5,18,47187.37,UPI
907,2024-09-24,Smartphone A,Electronics,India,2,26845,5,18,60186.49,NetBanking
908,2024-12-09,Camera G,Gadgets,India,4,5265,15,18,21123.18,Card
909,2024-09-18,Headphones C,Accessories,Germany,8,13873,15,5,99053.22,NetBanking
910,2024-08-08,Smartphone A,Electronics,Australia,9,48841,10,18,466822.28,UPI
911,2024-02-17,Mouse F,Gadgets,India,5,12384,15,12,58947.84,Cash
912,2024-12-05,Headphones C,Accessories,India,6,12291,10,12,74335.97,UPI
913,2024-09-26,Keyboard D,Gadgets,UK,2,34457,10,5,65123.73,Card
914,2024-11-01,Smartphone A,Gadgets,India,2,3157,0,18,7450.52,Cash
915,2024-10-26,Monitor E,Gadgets,Germany,7,32681,15,5,204174.55,Cash
916,2024-12-11,Keyboard D,Gadgets,USA,4,59587,10,18,253125.58,Cash
917,2024-02-26,Camera G,Accessories,UK,7,3940,0,12,30889.6,UPI
918,2024-10-25,Tablet H,Gadgets,Canada,2,32169,15,18,64531.01,NetBanking
919,2024-01-11,Camera G,Electronics,UK,4,58773,0,12,263303.04,Card
920,2024-06-09,Headphones C,Electronics,Germany,8,50532,15,12,384851.71,NetBanking
921,2024-06-19,Keyboard D,Electronics,USA,5,2273,10,12,11455.92,Cash
922,2024-05-02,Keyboard D,Accessories,Germany,4,38188,0,5,160389.6,Card
923,2024-06-13,Laptop B,Accessories,USA,1,38951,10,12,39262.61,Cash
924,2024-11-02,Camera G,Gadgets,USA,4,16189,5,5,64594.11,NetBanking
925,2024-08-30,Tablet H,Accessories,Australia,1,54896,5,18,61538.42,Cash
926,2024-08-03,Smartphone A,Accessories,India,2,5766,15,12,10978.46,Cash
927,2024-01-21,Keyboard D,Electronics,Australia,4,21983,5,5,87712.17,NetBanking
928,2024-08-18,Laptop B,Electronics,India,7,19289,15,5,120508.03,Card
929,2024-01-20,Keyboard D,Electronics,UK,5,50722,0,18,299259.8,UPI
930,2024-03-29,Smartphone A,Accessories,UK,7,28271,15,12,188397.94,NetBanking
931,2024-06-01,Laptop B,Accessories,India,4,20399,10,18,86654.95,UPI
932,2024-08-19,Camera G,Gadgets,Germany,2,19852,10,12,40021.63,NetBanking
933,2024-11-24,Monitor E,Electronics,Germany,9,49010,0,18,520486.2,Cash
934,2024-12-21,Monitor E,Accessories,India,7,4342,10,12,30637.15,NetBanking
935,2024-05-14,Mouse F,Gadgets,Australia,1,23826,15,12,22682.35,Cash
936,2024-03-05,Smartphone A,Accessories,Australia,6,56255,5,12,359131.92,UPI
937,2024-08-08,Smartphone A,Gadgets,Australia,9,16495,15,5,132496.09,Card
938,2024-02-21,Headphones C,Electronics,Canada,3,33479,10,5,94912.97,Card
939,2024-09-22,Keyboard D,Gadgets,USA,3,45921,5,12,146579.83,Card
940,2024-01-16,Headphones C,Accessories,Australia,7,37743,5,5,263540.5,Card
941,2024-03-04,Tablet H,Electronics,UK,9,31062,5,5,278859.1,Cash
942,2024-11-22,Monitor E,Electronics,India,10,52000,15,18,521560.0,NetBanking
943,2024-12-17,Smartphone A,Electronics,Germany,10,37101,0,5,389560.5,UPI
944,2024-02-25,Keyboard D,Gadgets,UK,6,18775,0,12,126168.0,Cash
945,2024-09-12,Monitor E,Gadgets,UK,6,59239,0,18,419412.12,UPI
946,2024-08-29,Smartphone A,Accessories,USA,8,37343,0,18,352517.92,Cash
947,2024-07-25,Smartphone A,Electronics,Australia,4,7174,5,12,30532.54,Card
948,2024-04-06,Camera G,Electronics,USA,1,14197,5,18,15914.84,Card
949,2024-06-24,Mouse F,Gadgets,Australia,6,11662,0,18,82566.96,Card
950,2024-01-31,Camera G,Gadgets,Canada,9,5107,15,18,46100.89,UPI
951,2024-05-06,Keyboard D,Accessories,Germany,5,35891,0,12,200989.6,UPI
952,2024-07-26,Tablet H,Gadgets,Canada,10,6417,5,12,68276.88,Cash
953,2024-03-20,Tablet H,Gadgets,USA,2,45884,0,12,102780.16,Card
954,2024-05-19,Tablet H,Accessories,Australia,10,32600,5,5,325185.0,UPI
955,2024-02-20,Monitor E,Accessories,USA,4,24272,10,5,91748.16,Cash
956,2024-12-03,Monitor E,Gadgets,Canada,4,13561,15,12,51640.29,NetBanking
957,2024-02-29,Monitor E,Gadgets,USA,6,41470,15,5,222071.85,NetBanking
958,2024-07-05,Tablet H,Gadgets,India,8,44230,5,5,352955.4,UPI
959,2024-05-24,Monitor E,Accessories,Australia,4,9945,5,5,39680.55,UPI
960,2024-12-20,Smartphone A,Accessories,Germany,5,55782,0,18,329113.8,NetBanking
961,2024-07-10,Smartphone A,Gadgets,USA,1,11082,5,12,11791.25,UPI
962,2024-09-06,Camera G,Accessories,UK,2,7833,0,18,18485.88,Card
963,2024-04-27,Smartphone A,Accessories,Australia,6,56895,5,5,340516.58,UPI
964,2024-06-23,Headphones C,Accessories,UK,4,30269,0,5,127129.8,UPI
965,2024-08-27,Headphones C,Electronics,USA,2,28605,0,12,64075.2,Card
966,2024-07-03,Headphones C,Accessories,India,9,37422,0,12,377213.76,Card
967,2024-05-08,Mouse F,Gadgets,Canada,1,56041,5,12,59627.62,Cash
968,2024-12-05,Keyboard D,Gadgets,India,2,48351,0,5,101537.1,NetBanking
969,2024-01-26,Mouse F,Gadgets,UK,7,42892,10,12,302645.95,NetBanking
970,2024-03-20,Laptop B,Accessories,Germany,2,26265,0,18,61985.4,Card
971,2024-09-21,Tablet H,Electronics,Germany,10,3365,0,18,39707.0,Card
972,2024-07-31,Camera G,Accessories,India,8,38207,5,12,325217.98,Cash
973,2024-06-27,Camera G,Accessories,USA,10,33492,15,18,335924.76,Cash
974,2024-08-03,Keyboard D,Gadgets,USA,6,43244,0,12,290599.68,NetBanking
975,2024-05-11,Camera G,Electronics,India,1,26845,0,12,30066.4,UPI
976,2024-05-20,Camera G,Electronics,UK,2,25280,15,18,50711.68,Cash
977,2024-01-16,Headphones C,Accessories,Germany,10,4617,5,18,51756.57,NetBanking
978,2024-09-30,Laptop B,Electronics,India,2,2729,0,5,5730.9,Card
979,2024-05-16,Mouse F,Accessories,UK,1,15240,10,5,14401.8,NetBanking
980,2024-03-29,Keyboard D,Electronics,Germany,1,39545,10,18,41996.79,Card
981,2024-05-27,Headphones C,Gadgets,USA,3,28935,0,5,91145.25,Cash
982,2024-02-24,Monitor E,Accessories,USA,8,50717,0,18,478768.48,UPI
983,2024-12-02,Monitor E,Electronics,Canada,5,6808,10,18,36150.48,Cash
984,2024-06-09,Mouse F,Gadgets,Canada,4,27692,15,12,105451.14,NetBanking
985,2024-02-09,Keyboard D,Electronics,USA,4,35287,10,5,133384.86,Cash
986,2024-09-08,Laptop B,Accessories,UK,9,29199,5,18,294588.71,Cash
987,2024-09-27,Mouse F,Electronics,India,2,14886,15,5,26571.51,UPI
988,2024-12-12,Monitor E,Electronics,Australia,2,31589,10,12,63683.42,Card
989,2024-05-14,Camera G,Gadgets,USA,6,39661,0,5,249864.3,Cash
990,2024-10-17,Monitor E,Electronics,Australia,4,32709,5,18,146667.16,Card
991,2024-05-12,Smartphone A,Accessories,Germany,5,39574,0,5,207763.5,Card
992,2024-11-05,Keyboard D,Accessories,Germany,2,5133,5,5,10240.33,UPI
993,2024-07-21,Keyboard D,Accessories,USA,10,53557,0,5,562348.5,NetBanking
